Invoice No.,Date,Customer,Branch / Warehouse,Salesman,Salesman Code,Salesman Name,Payment Mode,Gross Amount,Discount,Discount %,Tax,Round Off,Net Amount,Cost,Profit,Margin %,Quantity,Item Count,Status
AE-005013,10/04/2026,HEALTH PLUS MEDICAL           BISTUPUR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,1410.58,70.51,5,67,-0.07,1407,1349.84,57.16,4.06,12,4,POSTED
AE-005012,10/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,1787.6,0,0,89.38,0.02,1877,1608.8,268.2,14.29,20,2,POSTED
CN00121,10/04/2026,BAGBERA MEDICAL HALL          BAGBERA,AGARWAL ENTERPRISES-FINAL,,,,CREDIT,360.69,14.44,4,17.32,0.43,364,324.66,39.34,10.81,11,2,RETURN
AE-005010,10/04/2026,KAMAL MART                    KADMA,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,600,36,6,28.2,-0.2,592,540,52,8.78,6,1,POSTED
AE-005009,10/04/2026,CITY MEDICAL                  CHAKRADHARPUR,AGARWAL ENTERPRISES-FINAL,SE - TRANSPORT,SE,TRANSPORT,CREDIT,1094.4,65.66,6,51.44,-0.18,1080,1006.84,73.16,6.77,1,1,POSTED
CN00120,10/04/2026,AGRAHARI MEDICALS             JUGSALAI,AGARWAL ENTERPRISES-FINAL,,,,CREDIT,271.43,8.14,3,13.16,-0.45,276,244.26,31.74,11.5,1,1,RETURN
AE-005011,10/04/2026,VEI CARE MEDICAL              MANGO,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,4223.86,211.19,5,200.64,-0.31,4213,3839.31,373.69,8.87,39,6,POSTED
AE-005008,10/04/2026,DISCOUNT PHARMA               MANGO,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,6149.24,368.97,6,289,-0.27,6069,5954.69,114.31,1.88,49,7,POSTED
AE-005006,10/04/2026,SUNDER MEDICAL                BISTUPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,3316.82,165.83,5,157.54,0.47,3309,2985.12,323.88,9.79,23,8,POSTED
AE-005005,10/04/2026,NIRMAL DRUG HOUSE             BARIDIH,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,3704.59,185.2,5,175.96,-0.35,3695,3426.7,268.3,7.26,30,12,POSTED
AE-005001,10/04/2026,KALPANA MEDICALS              PERSUDIH,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,2819.5,169.17,6,132.5,0.17,2783,2394.44,388.56,13.96,19,6,POSTED
AE-005004,10/04/2026,CITY MEDICAL                  CHAKRADHARPUR,AGARWAL ENTERPRISES-FINAL,SE - TRANSPORT,SE,TRANSPORT,CREDIT,3099.4,186.03,6,145.7,-0.07,3059,2816.3,242.7,7.93,39,9,POSTED
AE-005007,10/04/2026,NEW ROHINI MEDICAL HALL       BAGBERA,AGARWAL ENTERPRISES-FINAL,15225 - MAHAVIR BAGBERA,15225,MAHAVIR BAGBERA,CREDIT,3374.82,134.99,4,161.98,0.19,3402,3106.54,295.46,8.68,31,18,POSTED
AE-005002,10/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,,,,CREDIT,232.84,0,0,11.64,-0.48,244,209.56,34.44,14.11,2,1,POSTED
CN00119,10/04/2026,SUNDER MEDICAL                BISTUPUR,AGARWAL ENTERPRISES-FINAL,,,,CREDIT,1217.52,60.88,5,57.84,-0.48,1214,1095.76,118.24,9.74,4,1,RETURN
AE-005000,10/04/2026,CITY MEDICAL                  CHAKRADHARPUR,AGARWAL ENTERPRISES-FINAL,SE - TRANSPORT,SE,TRANSPORT,CREDIT,13361.22,801.67,6,628.02,0.43,13188,12339.78,848.22,6.43,66,15,POSTED
AE-004996,10/04/2026,SHREE KRISHNA PHARMA(GOLMURI) GOLMURI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,717.21,43.03,6,33.7,0.12,708,645.48,62.52,8.83,3,1,POSTED
AE-004999,10/04/2026,ASHUTOSH MEDICAL              PERSUDIH,AGARWAL ENTERPRISES-FINAL,15225 - MAHAVIR BAGBERA,15225,MAHAVIR BAGBERA,CREDIT,8150.53,489.05,6,383.08,0.44,8045,7335.36,709.64,8.82,39,8,POSTED
AE-004995,10/04/2026,MEDICINE MART                 MANGO DIMNAROAD,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,614.29,9,1.47,30.28,0.43,636,510,126,19.81,2,2,POSTED
AE-004994,10/04/2026,NIRMAL DRUG HOUSE             BARIDIH,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,5107.55,255.38,5,242.6,0.23,5095,4670.21,424.79,8.34,34,14,POSTED
AE-004997,10/04/2026,CHETNA MEDICAL                MANGO,AGARWAL ENTERPRISES-FINAL,197 - B.M.V.STORES TELCO,197,B.M.V.STORES TELCO,CREDIT,3769.52,113.08,3,182.8,-0.24,3839,4123.39,-284.39,-7.41,18,6,POSTED
AE-004998,10/04/2026,CITY MEDICAL                  CHAKRADHARPUR,AGARWAL ENTERPRISES-FINAL,SE - TRANSPORT,SE,TRANSPORT,CREDIT,10301.39,618.12,6,484.16,-0.43,10167,10166.95,0.05,0,74,16,POSTED
AE-004992,10/04/2026,DEV SAI MEDICAL               ADITYAPUR,AGARWAL ENTERPRISES-FINAL,1099 - VISHAL ADITYAPUR,1099,VISHAL ADITYAPUR,CREDIT,1202.5,48.1,4,57.72,-0.12,1212,1082.24,129.76,10.71,7,5,POSTED
AE-004993,10/04/2026,AL-SHIFA MEDICALS             JUGSALAI,AGARWAL ENTERPRISES-FINAL,15225 - MAHAVIR BAGBERA,15225,MAHAVIR BAGBERA,CREDIT,2297.44,91.9,4,110.28,0.18,2316,2088.43,227.57,9.83,15,9,POSTED
AE-005003,10/04/2026,PRIYA MEDICAL                 CHAIBASA,AGARWAL ENTERPRISES-FINAL,SE - TRANSPORT,SE,TRANSPORT,CREDIT,5909.56,236.36,4,283.66,0.14,5957,5829.61,127.39,2.14,45,5,POSTED
AE-004990,10/04/2026,P.P.PATEL MEDICAL STORE       BISTUPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,5153.6,0,0,257.7,-0.3,5411,4638.25,772.75,14.28,17,4,POSTED
AE-004988,10/04/2026,STEEL CITY DIGNOSTIC CENTER   BISTUPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,684.76,0,0,34.24,0,719,616.31,102.69,14.28,8,2,POSTED
AE-004991,10/04/2026,DEYS MEDICAL                  CHAIBASA,AGARWAL ENTERPRISES-FINAL,SE - TRANSPORT,SE,TRANSPORT,CREDIT,11075.29,443.01,4,531.64,0.08,11164,10748.33,415.67,3.72,80,10,POSTED
AE-004987,10/04/2026,SHREE KRISHNA MEDICAL         TAMOLIA,AGARWAL ENTERPRISES-FINAL,197 - B.M.V.STORES TELCO,197,B.M.V.STORES TELCO,CREDIT,3622.9,181.14,5,172.1,0.14,3614,3279.63,334.37,9.25,18,9,POSTED
AE-004986,10/04/2026,RED CROSS MEDICAL             SAKCHI JSR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,2356.6,117.83,5,111.94,0.29,2351,2120.96,230.04,9.78,4,1,POSTED
AE-004989,10/04/2026,THE LIFE MEDICAL STORES.      CHAIBASA,AGARWAL ENTERPRISES-FINAL,SE - TRANSPORT,SE,TRANSPORT,CREDIT,5076.4,304.59,6,238.6,-0.41,5010,4750.88,259.12,5.17,38,12,POSTED
AE-004984,10/04/2026,DR.GEETA RANI GUPTA           MANGO,AGARWAL ENTERPRISES-FINAL,98 - MED.REP,98,MED.REP,CREDIT,2062.1,103.17,5,97.94,0.13,2057,2319.82,-262.82,-12.78,17,1,POSTED
AE-004983,10/04/2026,RAZA MEDICAL                  JUGSALAI,AGARWAL ENTERPRISES-FINAL,15225 - MAHAVIR BAGBERA,15225,MAHAVIR BAGBERA,CREDIT,1246.2,49.85,4,59.82,-0.17,1256,1121.57,134.43,10.7,12,4,POSTED
AE-004981,10/04/2026,NEW SANDHYA MEDICAL           AGRICO,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,716.28,28.65,4,34.38,-0.01,722,644.67,77.33,10.71,5,2,POSTED
AE-004980,10/04/2026,KHUSH MEDICAL                 KASIDIH,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,508.38,25.42,5,40.9,0.14,524,457.54,66.46,12.68,4,2,POSTED
AE-004979,10/04/2026,ASHIRWAD MEDICAL              BAGBERA,AGARWAL ENTERPRISES-FINAL,15225 - MAHAVIR BAGBERA,15225,MAHAVIR BAGBERA,CREDIT,1094.21,32.83,3,53.06,-0.44,1114,986.39,127.61,11.46,11,6,POSTED
AE-004985,10/04/2026,K.B.MEDICALS                  ADITYAPUR,AGARWAL ENTERPRISES-FINAL,1099 - VISHAL ADITYAPUR,1099,VISHAL ADITYAPUR,CREDIT,3182.84,159.15,5,151.18,0.13,3175,2865.72,309.28,9.74,13,8,POSTED
AE-004978,10/04/2026,SANJEEVANI MEDICAL STORE      SAKCHI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,2638.06,79.14,3,127.94,0.14,2687,1972.6,714.4,26.59,10,2,POSTED
AE-004977,10/04/2026,BAGBERA MEDICAL HALL          BAGBERA,AGARWAL ENTERPRISES-FINAL,15225 - MAHAVIR BAGBERA,15225,MAHAVIR BAGBERA,CREDIT,1329.22,53.18,4,63.82,0.14,1340,1196.25,143.75,10.73,24,5,POSTED
AE-004976,10/04/2026,SHRI AJAY MEDICAL             NEW BARADWARI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,13301.4,665.07,5,631.82,-0.15,13268,11971.2,1296.8,9.77,40,2,POSTED
AE-004982,10/04/2026,GANPATI MEDICAL AND COSMETICS BARIDIH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,2712.8,135.63,5,128.86,-0.03,2706,2474.39,231.61,8.56,14,8,POSTED
AE-004975,10/04/2026,GANPATI MEDICAL AND COSMETICS BARIDIH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,7549.68,377.51,5,343.56,0.27,7516,6940.44,575.56,7.66,95,15,POSTED
AE-004973,10/04/2026,GANPATI MEDICAL AND COSMETICS BARIDIH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,6202.35,310.13,5,294.64,0.14,6187,5796.52,390.48,6.31,61,15,POSTED
AE-004974,10/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,639.06,0,0,31.96,-0.02,671,536.2,134.8,20.09,6,3,POSTED
AE-004971,10/04/2026,SANDIL MEDICAL                ADITYAPUR,AGARWAL ENTERPRISES-FINAL,1099 - VISHAL ADITYAPUR,1099,VISHAL ADITYAPUR,CREDIT,1044.54,31.34,3,50.66,0.14,1064,940.35,123.65,11.62,5,2,POSTED
AE-004972,10/04/2026,GANPATI MEDICAL AND COSMETICS BARIDIH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,9094.4,454.7,5,432.02,0.28,9072,8221.43,850.57,9.38,62,15,POSTED
AE-004969,10/04/2026,DR.A.PANI                     GHATSILA,AGARWAL ENTERPRISES-FINAL,98 - MED.REP,98,MED.REP,CREDIT,9370.8,0,0,468.54,-0.34,9839,8544.6,1294.4,13.16,60,1,POSTED
AE-004970,10/04/2026,GANPATI MEDICAL AND COSMETICS BARIDIH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,6594.65,329.76,5,313.22,-0.11,6578,6049.67,528.33,8.03,67,15,POSTED
AE-004968,10/04/2026,WE CARE POLYCLINIC            SAKCHI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,1986.65,79.46,4,95.36,0.45,2003,1787.99,215.01,10.73,13,5,POSTED
AE-004967,10/04/2026,GANPATI MEDICAL AND COSMETICS BARIDIH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,4467.21,210.16,4.7,212.88,0.07,4470,4106.59,363.41,8.13,51,15,POSTED
AE-004965,10/04/2026,SHYAM MEDICAL(BARIDIH)        BIRSANAGAR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,683.08,40.98,6,32.12,-0.22,674,673.39,0.61,0.09,9,3,POSTED
AE-004966,10/04/2026,PAUL MEDICAL                  JAGNATHPUR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,7659,306.37,4,367.66,-0.29,7720,7023.9,696.1,9.02,51,15,POSTED
AE-004964,10/04/2026,GANPATI MEDICAL AND COSMETICS BARIDIH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,8938.39,446.92,5,424.56,-0.03,8916,8113.03,802.97,9.01,58,15,POSTED
AE-004963,10/04/2026,SHYAM MEDICAL(BARIDIH)        BIRSANAGAR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,4973.81,298.41,6,233.78,-0.18,4909,4535.68,373.32,7.6,30,15,POSTED
AE-004961,10/04/2026,GANPATI MEDICAL AND COSMETICS BARIDIH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,12075.88,579.08,4.8,574.86,0.34,12072,10957.7,1114.3,9.23,66,17,POSTED
AE-004962,10/04/2026,SAKET MEDICAL                 MANGO,AGARWAL ENTERPRISES-FINAL,197 - B.M.V.STORES TELCO,197,B.M.V.STORES TELCO,CREDIT,14803.06,328.63,2.22,723.74,-0.17,15198,13534.35,1663.65,10.95,46,9,POSTED
AE-004960,10/04/2026,MAHALAXMI MEDICAL STORES      TRAFFIC COLONY,AGARWAL ENTERPRISES-FINAL,15225 - MAHAVIR BAGBERA,15225,MAHAVIR BAGBERA,CREDIT,7976.07,474.48,5.95,427.98,0.43,7930,7880.44,49.56,0.62,71,17,POSTED
AE-004959,10/04/2026,GANPATI MEDICAL AND COSMETICS BARIDIH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,8016.04,357.89,4.46,382.9,-0.05,8041,7350.63,690.37,8.59,67,15,POSTED
AE-004958,10/04/2026,DISCOUNT MEDICAL STORE        MANGO,AGARWAL ENTERPRISES-FINAL,197 - B.M.V.STORES TELCO,197,B.M.V.STORES TELCO,CREDIT,1003.04,60.18,6,47.14,0,990,902.73,87.27,8.82,4,3,POSTED
AE-004956,10/04/2026,GANESH MEDICAL                MANGO,AGARWAL ENTERPRISES-FINAL,197 - B.M.V.STORES TELCO,197,B.M.V.STORES TELCO,CREDIT,407,12.21,3,19.72,0.49,415,369.34,45.66,11,3,3,POSTED
AE-004957,10/04/2026,MAHALAXMI MEDICAL STORES      TRAFFIC COLONY,AGARWAL ENTERPRISES-FINAL,15225 - MAHAVIR BAGBERA,15225,MAHAVIR BAGBERA,CREDIT,5024.66,301.46,6,236.18,-0.38,4959,4661.63,297.37,6,48,14,POSTED
AE-004955,10/04/2026,VISHAL MEDICALS               MANGO,AGARWAL ENTERPRISES-FINAL,197 - B.M.V.STORES TELCO,197,B.M.V.STORES TELCO,CREDIT,2516.12,100.67,4,120.8,-0.25,2536,2305.04,230.96,9.11,21,10,POSTED
AE-004952,10/04/2026,SANDIL MEDICAL                ADITYAPUR,AGARWAL ENTERPRISES-FINAL,1099 - VISHAL ADITYAPUR,1099,VISHAL ADITYAPUR,CREDIT,296.07,8.88,3,14.36,0.45,302,266.46,35.54,11.77,1,1,POSTED
AE-004954,10/04/2026,PINKY MEDICAL                 BIRSANAGAR ZONE,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,3664.09,118.67,3.24,293.86,-0.28,3839,3258.77,580.23,15.11,17,13,POSTED
CN00118,10/04/2026,LAXMI PHARMACEUTICALS         PARSUDIH,AGARWAL ENTERPRISES-FINAL,,,,CREDIT,723.78,39.53,5.46,34.2,-0.45,718,651.4,66.6,9.28,3,3,RETURN
AE-004953,10/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,2093.01,0,0,104.66,0.33,2198,1967.43,230.57,10.49,3,1,POSTED
AE-004951,10/04/2026,SINHA MEDICAL                 MANGO,AGARWAL ENTERPRISES-FINAL,197 - B.M.V.STORES TELCO,197,B.M.V.STORES TELCO,CREDIT,1992.6,59.78,3,96.64,-0.46,2029,1802.79,226.21,11.15,15,9,POSTED
AE-004950,10/04/2026,ALLIED DISTRIBUTOR(REG)       SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,668.2,26.72,4,32.08,0.44,674,629.53,44.47,6.6,7,3,POSTED
AE-004949,10/04/2026,OM SAI MEDICAL STORES         MANGO,AGARWAL ENTERPRISES-FINAL,197 - B.M.V.STORES TELCO,197,B.M.V.STORES TELCO,CREDIT,7546.26,171.58,2.27,444.72,-0.4,7819,7573.63,245.37,3.14,35,11,POSTED
AE-004947,10/04/2026,SHAHEEN MEDICAL (DANISH)      MANGO,AGARWAL ENTERPRISES-FINAL,PCN - SHAMBHU MANGO,PCN,SHAMBHU MANGO,CREDIT,7125.21,427.51,6,334.88,0.42,7033,6412.68,620.32,8.82,47,3,POSTED
AE-004946,10/04/2026,SHREE JAGANNATH MEDICAL       MANGO,AGARWAL ENTERPRISES-FINAL,197 - B.M.V.STORES TELCO,197,B.M.V.STORES TELCO,CREDIT,934.98,37.39,4,44.88,-0.47,942,841.48,100.52,10.67,5,3,POSTED
AE-004948,10/04/2026,DISCOUNT MEDICINE MART        MANGO,AGARWAL ENTERPRISES-FINAL,PCN - SHAMBHU MANGO,PCN,SHAMBHU MANGO,CREDIT,8328.39,499.71,6,391.44,-0.12,8220,7684,536,6.52,39,8,POSTED
AE-004943,10/04/2026,NEW JAI GURU MEDICAL          SIDHGORA,AGARWAL ENTERPRISES-FINAL,,,,CREDIT,438.5,13.16,3,66.66,0,492,394.65,97.35,19.79,2,2,POSTED
AE-004944,10/04/2026,DREAM LAND                    MANGO,AGARWAL ENTERPRISES-FINAL,197 - B.M.V.STORES TELCO,197,B.M.V.STORES TELCO,CREDIT,2202.21,88.06,4,105.7,0.15,2220,2147.82,72.18,3.25,23,6,POSTED
AE-004945,10/04/2026,NEW SAHARA MEDICAL            MANGO,AGARWAL ENTERPRISES-FINAL,PCN - SHAMBHU MANGO,PCN,SHAMBHU MANGO,CREDIT,3249.08,129.95,4,155.96,-0.09,3275,2924.16,350.84,10.71,17,6,POSTED
AE-004941,10/04/2026,KHUSHI MEDICAL                MANGO,AGARWAL ENTERPRISES-FINAL,53782 - MANIK SAKCHI,53782,MANIK SAKCHI,CREDIT,1302.86,65.15,5,61.88,0.41,1300,1209.25,90.75,6.98,17,7,POSTED
AE-004940,10/04/2026,MAA VAIBHAV LAXMI MEDICAL     MANGO,AGARWAL ENTERPRISES-FINAL,197 - B.M.V.STORES TELCO,197,B.M.V.STORES TELCO,CREDIT,1536.11,61.44,4,73.74,-0.41,1548,1382.49,165.51,10.69,10,4,POSTED
AE-004942,10/04/2026,DISCOUNT MEDICINE MART        MANGO,AGARWAL ENTERPRISES-FINAL,PCN - SHAMBHU MANGO,PCN,SHAMBHU MANGO,CREDIT,5097.67,134.44,2.64,248.18,10045.59,15257,4592.82,10664.18,69.9,22,7,POSTED
AE-004937,10/04/2026,ABHIKA MEDICARE               MANGO,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,3153.22,87.99,2.79,153.28,0.49,3219,2884.29,334.71,10.4,15,8,POSTED
AE-004939,10/04/2026,MANOJ MEDICAL HALL            BHUIYADIH,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,2187.96,109.42,5,103.9,-0.44,2182,2051.71,130.29,5.97,24,12,POSTED
AE-004938,10/04/2026,PREET MEDICAL                 MANGO,AGARWAL ENTERPRISES-FINAL,197 - B.M.V.STORES TELCO,197,B.M.V.STORES TELCO,CREDIT,7818.94,390.96,5,371.42,-0.4,7799,7539.59,259.41,3.33,58,8,POSTED
AE-004934,10/04/2026,PAUL MEDICAL HALL             MANGO,AGARWAL ENTERPRISES-FINAL,197 - B.M.V.STORES TELCO,197,B.M.V.STORES TELCO,CREDIT,1874.5,74.98,4,89.98,0.5,1890,1687.06,202.94,10.74,8,3,POSTED
AE-004936,10/04/2026,MEDCARE PHARMA                BARIDIH,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,4055.66,202.78,5,192.7,0.42,4046,3649.71,396.29,9.79,23,14,POSTED
AE-004935,10/04/2026,MANOJ MEDICAL HALL            BHUIYADIH,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,4469.79,195.56,4.38,213.72,0.05,4488,4140.32,347.68,7.75,31,16,POSTED
AE-004933,10/04/2026,NATIONAL MEDICALS             MANGO,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,3521.34,176.05,5,205.46,0.25,3551,3248.33,302.67,8.52,28,15,POSTED
AE-004932,10/04/2026,AMRITA ENTERPRISES            ADITYAPUR,AGARWAL ENTERPRISES-FINAL,197 - B.M.V.STORES TELCO,197,B.M.V.STORES TELCO,CREDIT,2926.35,146.31,5,139.02,-0.06,2919,2701.53,217.47,7.45,19,7,POSTED
AE-004930,10/04/2026,NATIONAL MEDICALS             MANGO,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1445.36,72.27,5,68.66,0.25,1442,1383.08,58.92,4.09,7,2,POSTED
AE-004929,10/04/2026,NEW LAXMI MEDICO              MANGO,AGARWAL ENTERPRISES-FINAL,197 - B.M.V.STORES TELCO,197,B.M.V.STORES TELCO,CREDIT,4231.74,169.27,4,203.1,0.43,4266,3808.59,457.41,10.72,19,6,POSTED
AE-004931,10/04/2026,CHAWLA MEDICALS               BISTUPUR,AGARWAL ENTERPRISES-FINAL,1099 - VISHAL ADITYAPUR,1099,VISHAL ADITYAPUR,CREDIT,4479.63,268.78,6,210.52,-0.37,4421,4057.15,363.85,8.23,19,7,POSTED
AE-004928,10/04/2026,DEV SAI MEDICAL               ADITYAPUR,AGARWAL ENTERPRISES-FINAL,1099 - VISHAL ADITYAPUR,1099,VISHAL ADITYAPUR,CREDIT,1725.74,69.03,4,82.86,0.43,1740,1563.6,176.4,10.14,7,7,POSTED
AE-004927,10/04/2026,NEW LIFE MEDICAL STORE        MOSABANI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,2333.5,116.65,5,110.86,0.29,2328,2216.45,111.55,4.79,30,8,POSTED
AE-004925,10/04/2026,KAMAL PHARMACEUTICALS         SAKCHI JSR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,3325.27,166.26,5,157.96,0.03,3317,3053.84,263.16,7.93,28,6,POSTED
AE-004926,10/04/2026,NEW LIFE MEDICAL STORE        MOSABANI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,8746.78,437.33,5,415.48,0.07,8725,7910.49,814.51,9.34,58,15,POSTED
AE-004923,10/04/2026,SAHU MEDICALS                 SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,587.08,23.48,4,28.18,0.22,592,528.39,63.61,10.74,5,2,POSTED
AE-004922,10/04/2026,MAA SARSWATI ENTERPRISES      PATNA,AGARWAL ENTERPRISES-FINAL,254 - ARDESHIR DALAL MEMO. HOSPITAL BARIDIH,254,ARDESHIR DALAL MEMO. HOSPITAL BARIDIH,CREDIT,146712.5,11737,8,6748.76,-0.26,141724,132040.2,9683.8,6.83,820,7,POSTED
AE-004924,10/04/2026,NEW LIFE MEDICAL STORE        MOSABANI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,4969.37,248.47,5,236.08,0.02,4957,4835.59,121.41,2.45,49,15,POSTED
AE-004921,10/04/2026,JYOTI MEDICALS                MANGO,AGARWAL ENTERPRISES-FINAL,197 - B.M.V.STORES TELCO,197,B.M.V.STORES TELCO,CREDIT,2776.44,111.06,4,205.16,0.46,2871,2540.8,330.2,11.5,17,11,POSTED
AE-004919,10/04/2026,HEALTH CARE MEDICAL           GOLMURI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,180.1,7.2,4,8.64,0.46,182,163.72,18.28,10.04,2,1,POSTED
AE-004920,10/04/2026,NEW LIFE MEDICAL STORE        MOSABANI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,7329.98,247.33,3.37,354.16,0.19,7437,6617.08,819.92,11.02,37,15,POSTED
AE-004918,10/04/2026,REMEDI PHARMA                BBISTUPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,4734.54,236.71,5,224.92,0.25,4723,4411.43,311.57,6.6,41,7,POSTED
AE-004916,10/04/2026,SHRI GANNAYAK MEDICAL         CHAKRADHARPUR,AGARWAL ENTERPRISES-FINAL,SE - TRANSPORT,SE,TRANSPORT,CREDIT,1218.78,48.78,4,58.5,0.5,1229,1316.22,-87.22,-7.1,12,2,POSTED
AE-004915,10/04/2026,MEDICINE MART.                MANGO,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1901.5,114.1,6,89.38,0.22,1877,1368.06,508.94,27.11,7,5,POSTED
AE-004917,10/04/2026,DR.SWATI SINGH                KASIDIH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,6857.29,342.86,5,325.76,-0.19,6840,6171.63,668.37,9.77,29,2,POSTED
